Unixプログラミング,３年次,後期,1ACL16A0,ナカニシミチオ,https://www.portal.oit.ac.jp/CAMJWEB/slbssbdr.do?value(risyunen)=2020&value(semekikn)=1&value(kougicd)=1ACL16A0&value(crclumcd)=10201200
インターフェース・センサ回路,２年次,前期,1ACL30A0,アラキヒデオ,https://www.portal.oit.ac.jp/CAMJWEB/slbssbdr.do?value(risyunen)=2020&value(semekikn)=1&value(kougicd)=1ACL30A0&value(crclumcd)=10201200
知能制御工学基礎,３年次,前期,1ACM01A0,コマツノブオ,https://www.portal.oit.ac.jp/CAMJWEB/slbssbdr.do?value(risyunen)=2020&value(semekikn)=1&value(kougicd)=1ACM01A0&value(crclumcd)=10201200
集積回路設計,３年次,後期,1ACM04A0,マキノヒロシ,https://www.portal.oit.ac.jp/CAMJWEB/slbssbdr.do?value(risyunen)=2020&value(semekikn)=1&value(kougicd)=1ACM04A0&value(crclumcd)=10201200
集積回路設計,３年次,後期,1ACM04B0,マキノヒロシ,https://www.portal.oit.ac.jp/CAMJWEB/slbssbdr.do?value(risyunen)=2020&value(semekikn)=1&value(kougicd)=1ACM04B0&value(crclumcd)=10201200
画像処理,３年次,後期,1ACM06A0,ジンノウタカオ,https://www.portal.oit.ac.jp/CAMJWEB/slbssbdr.do?value(risyunen)=2020&value(semekikn)=1&value(kougicd)=1ACM06A0&value(crclumcd)=10201200
信号処理,３年次,後期,1ACM07A0,ジンノウタカオ,https://www.portal.oit.ac.jp/CAMJWEB/slbssbdr.do?value(risyunen)=2020&value(semekikn)=1&value(kougicd)=1ACM07A0&value(crclumcd)=10201200
コンピュータグラフィックスⅠ,３年次,後期,1ACM08A0,カワイノリヒコ,https://www.portal.oit.ac.jp/CAMJWEB/slbssbdr.do?value(risyunen)=2020&value(semekikn)=1&value(kougicd)=1ACM08A0&value(crclumcd)=10201200
コンピュータグラフィックスⅠ,３年次,後期,1ACM08B0,カワイノリヒコ,https://www.portal.oit.ac.jp/CAMJWEB/slbssbdr.do?value(risyunen)=2020&value(semekikn)=1&value(kougicd)=1ACM08B0&value(crclumcd)=10201200
知能情報処理,３年次,後期,1ACM09A0,オザキアツオ,https://www.portal.oit.ac.jp/CAMJWEB/slbssbdr.do?value(risyunen)=2020&value(semekikn)=1&value(kougicd)=1ACM09A0&value(crclumcd)=10201200
知能制御工学,３年次,後期,1ACM10A0,コマツノブオ,https://www.portal.oit.ac.jp/CAMJWEB/slbssbdr.do?value(risyunen)=2020&value(semekikn)=1&value(kougicd)=1ACM10A0&value(crclumcd)=10201200
知能制御工学演習,３年次,後期,1ACN10A0,コマツノブオ,https://www.portal.oit.ac.jp/CAMJWEB/slbssbdr.do?value(risyunen)=2020&value(semekikn)=1&value(kougicd)=1ACN10A0&value(crclumcd)=10201200
コンピュータ入門,１年次,前期,1BAB01A0,イガキヒロシ,https://www.portal.oit.ac.jp/CAMJWEB/slbssbdr.do?value(risyunen)=2020&value(semekikn)=1&value(kougicd)=1BAB01A0&value(crclumcd)=10201200
テクニカルライティング,１年次,後期,1BAB05B0,スナガヒロシ,https://www.portal.oit.ac.jp/CAMJWEB/slbssbdr.do?value(risyunen)=2020&value(semekikn)=1&value(kougicd)=1BAB05B0&value(crclumcd)=10201200
計算機アーキテクチャ,２年次,前期,1BAB11A0,スナガヒロシ,https://www.portal.oit.ac.jp/CAMJWEB/slbssbdr.do?value(risyunen)=2020&value(semekikn)=1&value(kougicd)=1BAB11A0&value(crclumcd)=10201200
オペレーティングシステム,２年次,後期,1BAB16A0,サノムツオ,https://www.portal.oit.ac.jp/CAMJWEB/slbssbdr.do?value(risyunen)=2020&value(semekikn)=1&value(kougicd)=1BAB16A0&value(crclumcd)=10201200
計算機アーキテクチャ,２年次,前期,1BAC03A0,スナガヒロシ,https://www.portal.oit.ac.jp/CAMJWEB/slbssbdr.do?value(risyunen)=2020&value(semekikn)=1&value(kougicd)=1BAC03A0&value(crclumcd)=10201200
オペレーティングシステム,２年次,後期,1BAD06A0,サノムツオ,https://www.portal.oit.ac.jp/CAMJWEB/slbssbdr.do?value(risyunen)=2020&value(semekikn)=1&value(kougicd)=1BAD06A0&value(crclumcd)=10201200
データベースシステム,２年次,後期,1BAD11A0,フカミサトル,https://www.portal.oit.ac.jp/CAMJWEB/slbssbdr.do?value(risyunen)=2020&value(semekikn)=1&value(kougicd)=1BAD11A0&value(crclumcd)=10201200
ソフトウェア工学Ⅰ,２年次,後期,1BAD13A0,スナガヒロシ,https://www.portal.oit.ac.jp/CAMJWEB/slbssbdr.do?value(risyunen)=2020&value(semekikn)=1&value(kougicd)=1BAD13A0&value(crclumcd)=10201200
情報技術者論,３年次,後期,1BAG14A0,オザキアツオ,https://www.portal.oit.ac.jp/CAMJWEB/slbssbdr.do?value(risyunen)=2020&value(semekikn)=1&value(kougicd)=1BAG14A0&value(crclumcd)=10201200
C演習Ⅰ,１年次,後期,1BAH03A0,ミズタニヤスハル,https://www.portal.oit.ac.jp/CAMJWEB/slbssbdr.do?value(risyunen)=2020&value(semekikn)=1&value(kougicd)=1BAH03A0&value(crclumcd)=10201200
情報システム基礎演習,３年次,後期,1BAH07A0,オバナマサキ,https://www.portal.oit.ac.jp/CAMJWEB/slbssbdr.do?value(risyunen)=2020&value(semekikn)=1&value(kougicd)=1BAH07A0&value(crclumcd)=10201200
情報システム専門演習,３年次,前期,1BAH08A0,ミズタニヤスハル,https://www.portal.oit.ac.jp/CAMJWEB/slbssbdr.do?value(risyunen)=2020&value(semekikn)=1&value(kougicd)=1BAH08A0&value(crclumcd)=10201200
情報ゼミナール,３年次,後期,1BAK01A0,カマクラヨシナリ,https://www.portal.oit.ac.jp/CAMJWEB/slbssbdr.do?value(risyunen)=2020&value(semekikn)=1&value(kougicd)=1BAK01A0&value(crclumcd)=10201200
データベースシステム,２年次,後期,1BAL09A0,フカミサトル,https://www.portal.oit.ac.jp/CAMJWEB/slbssbdr.do?value(risyunen)=2020&value(semekikn)=1&value(kougicd)=1BAL09A0&value(crclumcd)=10201200
